Site,Floor,Row ,Cabinet,Type,Chassis ,Cluster,Hostgroup,RU,Hostname,Slot,Type,Model Name,Serial Number,Commission date,Description,Status
South Data Center,12,B,12-057,Server,PowerEdge M1000e,Prince,dell,U11,c38-05,5,M620,PowerEdge M620,4V67CZ1,1/1/17,Compute Node,Production
South Data Center,12,B,12-057,Server,PowerEdge M1000e,Prince,dell,U11,c38-06,6,M620,PowerEdge M620,4V78CZ1,1/1/17,Compute Node,Production
South Data Center,12,B,12-057,Server,PowerEdge M1000e,Prince,dell,U11,c38-07,7,M620,PowerEdge M620,FML6CZ1,1/1/17,Compute Node,Production
South Data Center,12,B,12-057,Server,PowerEdge M1000e,Prince,dell,U11,c38-08,8,M620,PowerEdge M620,FML7CZ1,1/1/17,Compute Node,Production
South Data Center,12,B,12-057,Server,PowerEdge M1000e,Prince,dell,U11,c38-09,9,M620,PowerEdge M620,FMQ5CZ1,1/1/17,Compute Node,Production
South Data Center,12,B,12-057,Server,PowerEdge M1000e,Prince,dell,U11,c38-10,10,M620,PowerEdge M620,FMM7CZ1,1/1/17,Compute Node,Production
South Data Center,12,B,12-057,Server,PowerEdge M1000e,Prince,dell,U11,c38-11,11,M620,PowerEdge M620,FMN6CZ1,1/1/17,Compute Node,Production
South Data Center,12,B,12-057,Server,PowerEdge M1000e,Prince,dell,U11,c38-12,12,M620,PowerEdge M620,4V76CZ1,1/1/17,Compute Node,Production
South Data Center,12,B,12-057,Server,PowerEdge M1000e,Prince,dell,U11,c38-13,13,M620,PowerEdge M620,4V77CZ1,1/1/17,Compute Node,Production
South Data Center,12,B,12-057,Server,PowerEdge M1000e,Prince,dell,U11,c38-14,14,M620,PowerEdge M620,4V58CZ1,1/1/17,Compute Node,Production
South Data Center,12,B,12-057,Server,PowerEdge M1000e,Prince,dell,U11,c38-15,15,M620,PowerEdge M620,FMP5CZ1,1/1/17,Compute Node,Production
South Data Center,12,B,12-057,Server,PowerEdge M1000e,Prince,dell,U11,c38-16,16,M620,PowerEdge M620,FMN5CZ1,1/1/17,Compute Node,Production
South Data Center,12,B,12-057,Server,PowerEdge M1000e,Prince,dell,U1,c41-01,1,M620,PowerEdge M620,FMR7CZ1,1/1/17,Compute Node,Production
South Data Center,12,B,12-057,Server,PowerEdge M1000e,Prince,dell,U1,c41-02,2,M620,PowerEdge M620,FML5CZ1,1/1/17,Compute Node,Production
South Data Center,12,B,12-057,Server,PowerEdge M1000e,Prince,dell,U1,c41-03,3,M620,PowerEdge M620,FMR5CZ1,1/1/17,Compute Node,Production
South Data Center,12,B,12-057,Server,PowerEdge M1000e,Prince,dell,U1,c41-04,4,M620,PowerEdge M620,4V75CZ1,1/1/17,Compute Node,Production
South Data Center,12,B,12-057,Server,PowerEdge M1000e,Prince,dell,U1,c41-05,5,M620,PowerEdge M620,1JBFH02,1/1/17,Compute Node,Production
South Data Center,12,B,12-057,Server,PowerEdge M1000e,Prince,dell,U1,c41-06,6,M620,PowerEdge M620,1JBGH02,1/1/17,Compute Node,Production
South Data Center,12,B,12-057,Server,PowerEdge M1000e,Prince,dell,U1,c41-07,7,M620,PowerEdge M620,1JCCH02,1/1/17,Compute Node,Production
South Data Center,12,B,12-057,Server,PowerEdge M1000e,Prince,dell,U1,c41-08,8,M620,PowerEdge M620,1JBDH02,1/1/17,Compute Node,Production
South Data Center,12,B,12-057,Server,PowerEdge M1000e,Prince,dell,U1,c41-09,9,M620,PowerEdge M620,3G0XK02,1/1/17,Compute Node,Production
South Data Center,12,B,12-057,Server,PowerEdge M1000e,Prince,dell,U1,c41-10,10,M620,PowerEdge M620,1JBCH02,1/1/17,Compute Node,Production
South Data Center,12,B,12-057,Server,PowerEdge M1000e,Prince,dell,U1,c41-11,11,M620,PowerEdge M620,GN3WFZ1,1/1/17,Compute Node,Production
South Data Center,12,B,12-057,Server,PowerEdge M1000e,Prince,dell,U1,c41-12,12,M620,PowerEdge M620,XXXXX,1/1/17,Compute Node,Production
South Data Center,12,B,12-057,Server,PowerEdge M1000e,Prince,dell,U1,c41-13,13,M620,PowerEdge M620,GN3TFZ1,1/1/17,Compute Node,Production
South Data Center,12,B,12-057,Server,PowerEdge M1000e,Prince,dell,U1,c41-14,14,M620,PowerEdge M620,GN4VFZ1,1/1/17,Compute Node,Production
South Data Center,12,B,12-057,Server,PowerEdge M1000e,Prince,dell,U1,c41-15,15,M620,PowerEdge M620,GN3VFZ1,1/1/17,Compute Node,Production
South Data Center,12,B,12-057,Server,PowerEdge M1000e,Prince,dell,U1,c41-16,16,M620,PowerEdge M620,GN4TFZ1,1/1/17,Compute Node,Production
South Data Center,12,H,24-017,Server,NA,Prince,dell,U16,prince-master0,0,R630,PowerEdge R630,1W3RKB2,1/1/17,Master Node Prince,Production
South Data Center,12,K,24-005,Server,NA,Prince,dell,U1,prince-master1,0,R630,PowerEdge R630,1W3SKB2,1/1/17,Master Backup Node Prince,Production
South Data Center,12,H,24-017,Server,NA,Prince,dell,U27,home-0,0,R730xd,PowerEdge R730xd,J89GQD2,1/1/17,Home Server,Production
South Data Center,12,H,24-017,Server,NA,Prince,dell,U29,home-1,0,R730xd,PowerEdge R730xd,J88VQD2,1/1/17,Application Data Server,Production
South Data Center,12,H,24-017,Server,NA,NA,dell,U25,ufm01,0,R430,PowerEdge R430,4BBQPD2,1/1/17,UFM Server,Production
South Data Center,12,H,24-017,Server,NA,NA,dell,U24,beegfs-1,0,DDN Server,DDN Server-OEM-DELL,C384KB2,1/1/17,Beegfs Server,Production
South Data Center,12,H,24-017,Server,NA,NA,dell,U23,beegfs-2,0,DDN Server,DDN Server-OEM-DELL,C383KB2,1/1/17,Beegfs Server,Production
South Data Center,12,H,24-017,Server,NA,NA,dell,U22,beegfs-3,0,DDN Server,DDN Server-OEM-DELL,C379KB2,1/1/17,Beegfs Server,Production
South Data Center,12,H,24-017,Server,NA,NA,dell,U21,beegfs-4,0,DDN Server,DDN Server-OEM-DELL,C378KB2,1/1/17,Beegfs Server,Production
South Data Center,12,B,12-055,Server,NA,Mercer,dell,U21,mercer-log-0,0,R620,PowerEdge R620,5NS8J02,1/1/17,Report Server,Production
South Data Center,12,B,12-056,Server,NA,Mercer,dell,U23,mercer-log-1,0,R620,PowerEdge R620,5NT3J02,1/1/17,Robin Server,Production
South Data Center,12,B,12-056,Server,NA,Mercer,dell,U21,mercer-log-2,0,R710,PowerEdge R710,GRDRLM1,1/1/17,Compute Node,Production
South Data Center,12,B,12-057,Server,NA,Mercer,dell,U21,mercer-log-3,0,R710,PowerEdge R710,GRDSLM1,1/1/17,Compute Node,Production
South Data Center,12,B,12-056,Server,NA,Mercer,dell,U41,soho,0,R710,PowerEdge R710,DR4YKK1,1/1/17,Compute Node,Production
South Data Center,12,K,24-008,Server,NA,Prince,dell,U1,gpu-01,0,C4130,PowerEdge C4130,N6QQD2,1/1/17,GPU Node,Production
South Data Center,12,K,24-008,Server,NA,Prince,dell,U2,gpu-02,0,C4130,PowerEdge C4130,7N5VQD2,1/1/17,GPU Node,Production
South Data Center,12,K,24-008,Server,NA,Prince,dell,U3,gpu-03,0,C4130,PowerEdge C4130,7N5TQD2,1/1/17,GPU Node,Production
South Data Center,12,K,24-008,Server,NA,Prince,dell,U4,gpu-04,0,C4130,PowerEdge C4130,7N6PQD2,1/1/17,GPU Node,Production
South Data Center,12,K,24-007,Server,NA,Prince,dell,U1,gpu-05,0,C4130,PowerEdge C4130,7N6NQD2,1/1/17,GPU Node,Production
South Data Center,12,K,24-007,Server,NA,Prince,dell,U2,gpu-06,0,C4130,PowerEdge C4130,7N5SQD2,1/1/17,GPU Node,Production
South Data Center,12,K,24-007,Server,NA,Prince,dell,U3,gpu-07,0,C4130,PowerEdge C4130,7N5QQD2,1/1/17,GPU Node,Production
South Data Center,12,K,24-007,Server,NA,Prince,dell,U4,gpu-08,0,C4130,PowerEdge C4130,7N5RQD2,1/1/17,GPU Node,Production
South Data Center,12,K,24-007,Server,NA,Prince,dell,U5,gpu-09,0,C4130,PowerEdge C4130,46LMRD2,1/1/17,GPU Node,Production
South Data Center,12,K,24-006,Server,NA,Prince,supermirco,U3,gpu-10,0,SYS-4028GR-TR,SuperMicro SYS-4028GR-TR,S188901X6823550,1/1/17,GPU Node,Production
South Data Center,12,K,24-006,Server,NA,Prince,supermirco,U7,gpu-11,0,SYS-4028GR-TR,SuperMicro SYS-4028GR-TR,S188901X6A02707,1/1/17,GPU Node,Production
South Data Center,12,K,24-006,Server,NA,Prince,supermirco,U11,gpu-12,0,SYS-4028GR-TR,SuperMicro SYS-4028GR-TR,S188901X6821154,1/1/17,GPU Node,Production
South Data Center,12,K,24-006,Server,NA,Prince,supermirco,U16,gpu-13,0,SYS-4028GR-TR,SuperMicro SYS-4028GR-TR,S188901X6823531,1/1/17,GPU Node,Production
South Data Center,12,E,12-010,Server,NA,Prince,supermirco,U13,gpu-23,0,RM4970,Cirrascale - RM4970,1008051,1/1/17,GPU Node,Production
South Data Center,12,E,12-010,Server,NA,Prince,supermirco,U17,gpu-24,0,RM4970,Cirrascale - RM4970,1008054,1/1/17,GPU Node,Production
South Data Center,12,E,12-010,Server,NA,Prince,supermirco,U21,gpu-25,0,RM4970,Cirrascale - RM4970,1008056,1/1/17,GPU Node,Production
South Data Center,12,E,12-009,Server,NA,Prince,supermirco,U13,gpu-26,0,RM4970,Cirrascale - RM4970,1008055,1/1/17,GPU Node,Production
South Data Center,12,E,12-009,Server,NA,Prince,supermirco,U17,gpu-27,0,RM4970,Cirrascale - RM4970,1008052,1/1/17,GPU Node,Production
South Data Center,12,E,12-008,Server,NA,Prince,supermirco,U13,gpu-28,0,RM4970,Cirrascale - RM4970,1008049,1/1/17,GPU Node,Production
South Data Center,12,E,12-008,Server,NA,Prince,supermirco,U17,gpu-29,0,RM4970,Cirrascale - RM4970,1008050,1/1/17,GPU Node,Production
South Data Center,12,E,12-008,Server,NA,Prince,supermirco,U21,gpu-30,0,RM4970,Cirrascale - RM4970,1008053,1/1/17,GPU Node,Production
South Data Center,12,E,12-072,Server,NA,Hades,master,U11,hades0,0,R730,PowerEdge R730,FN6FR52,1/1/15,Master Node for Hadoes,Production
South Data Center,12,E,12-072,Server,NA,Hades,login,U9,login-1-1,0,R730,PowerEdge R730,D72GR52,1/1/15,Login node for Hades,Production
South Data Center,12,E,12-072,Server,NA,Hades,dell,U7,compute-1-2,0,R730,PowerEdge R730,D70JR52,1/1/15,Mongodb Node,Production
South Data Center,12,E,12-072,Server,NA,Hades,dell,U5,compute-1-3,0,R730,PowerEdge R730,D70HR52,1/1/15,Mongodb Node,Production
South Data Center,12,E,12-072,Server,NA,Hades,dell,U3,compute-1-4,0,R730,PowerEdge R730,D71CR52,1/1/15,Mongodb Node,Production
South Data Center,12,E,12-072,Server,NA,Hades,dell,U1,compute-1-5,0,R730,PowerEdge R730,D70GR52,1/1/15,Mongodb Node,Production
South Data Center,12,E,12-071,Server,NA,Dumbo,master,U25,babar,0,R730,PowerEdge R730,96MYT52,1/1/15,Master Node for Big Data,Productiin
South Data Center,12,E,12-070,Server,NA,Dumbo,dell,U1,compute-1-1,0,R730xd,PowerEdge R730xd,4TV0S52,1/1/15,BigData,Production
South Data Center,12,E,12-070,Server,NA,Dumbo,dell,U19,compute-1-10,0,R730xd,PowerEdge R730xd,4TS2S52,1/1/15,BigData,Production
South Data Center,12,E,12-070,Server,NA,Dumbo,dell,U27,compute-1-11,0,R730xd,PowerEdge R730xd,4TRZR52,1/1/15,BigData,Production
South Data Center,12,E,12-070,Server,NA,Dumbo,dell,U29,compute-1-12,0,R730xd,PowerEdge R730xd,4TS1S52,1/1/15,BigData,Production
South Data Center,12,E,12-070,Server,NA,Dumbo,dell,U31,compute-1-13,0,R730xd,PowerEdge R730xd,4TV1S52,1/1/15,BigData,Production
South Data Center,12,E,12-070,Server,NA,Dumbo,dell,U33,compute-1-14,0,R730xd,PowerEdge R730xd,4TW6S52,1/1/15,BigData,Production
South Data Center,12,E,12-070,Server,NA,Dumbo,dell,U35,compute-1-15,0,R730xd,PowerEdge R730xd,4TT6S52,1/1/15,BigData,Production
South Data Center,12,E,12-070,Server,NA,Dumbo,dell,U37,compute-1-16,0,R730xd,PowerEdge R730xd,4TS5S52,1/1/15,BigData,Production
South Data Center,12,E,12-070,Server,NA,Dumbo,dell,U3,compute-1-2,0,R730xd,PowerEdge R730xd,4TS3S52,1/1/15,BigData,Production
South Data Center,12,E,12-070,Server,NA,Dumbo,dell,U5,compute-1-3,0,R730xd,PowerEdge R730xd,4TS0S52,1/1/15,BigData,Production
South Data Center,12,E,12-070,Server,NA,Dumbo,dell,U7,compute-1-4,0,R730xd,PowerEdge R730xd,4TW5S52,1/1/15,BigData,Production
South Data Center,12,E,12-070,Server,NA,Dumbo,dell,U9,compute-1-5,0,R730xd,PowerEdge R730xd,4TW7S52,1/1/15,BigData,Production
South Data Center,12,E,12-070,Server,NA,Dumbo,dell,U11,compute-1-6,0,R730xd,PowerEdge R730xd,4TS4S52,1/1/15,BigData,Production
South Data Center,12,E,12-070,Server,NA,Dumbo,dell,U13,compute-1-7,0,R730xd,PowerEdge R730xd,4TW0S52,1/1/15,BigData,Production
South Data Center,12,E,12-070,Server,NA,Dumbo,dell,U15,compute-1-8,0,R730xd,PowerEdge R730xd,4TT1S52,1/1/15,BigData,Production
South Data Center,12,E,12-070,Server,NA,Dumbo,dell,U17,compute-1-9,0,R730xd,PowerEdge R730xd,4TS7S52,1/1/15,BigData,Production
South Data Center,12,E,12-071,Server,NA,Dumbo,dell,U1,compute-2-1,0,R730xd,PowerEdge R730xd,4TR4S52,1/1/15,BigData,Production
South Data Center,12,E,12-071,Server,NA,Dumbo,dell,U19,compute-2-10,0,R730xd,PowerEdge R730xd,4TR1S52,1/1/15,BigData,Production
South Data Center,12,E,12-071,Server,NA,Dumbo,dell,U27,compute-2-11,0,R730xd,PowerEdge R730xd,4TT0S52,1/1/15,BigData,Production
South Data Center,12,E,12-071,Server,NA,Dumbo,dell,U29,compute-2-12,0,R730xd,PowerEdge R730xd,4TTYR52,1/1/15,BigData,Production
South Data Center,12,E,12-071,Server,NA,Dumbo,dell,U31,compute-2-13,0,R730xd,PowerEdge R730xd,4TV5S52,1/1/15,BigData,Production
South Data Center,12,E,12-071,Server,NA,Dumbo,dell,U33,compute-2-14,0,R730xd,PowerEdge R730xd,4TV2S52,1/1/15,BigData,Production
South Data Center,12,E,12-071,Server,NA,Dumbo,dell,U35,compute-2-15,0,R730xd,PowerEdge R730xd,4TT4S52,1/1/15,BigData,Production
South Data Center,12,E,12-071,Server,NA,Dumbo,dell,U37,compute-2-16,0,R730xd,PowerEdge R730xd,4TV4S52,1/1/15,BigData,Production
South Data Center,12,E,12-071,Server,NA,Dumbo,dell,U3,compute-2-2,0,R730xd,PowerEdge R730xd,4TT2S52,1/1/15,BigData,Production
South Data Center,12,E,12-071,Server,NA,Dumbo,dell,U5,compute-2-3,0,R730xd,PowerEdge R730xd,4TR6S52,1/1/15,BigData,Production
South Data Center,12,E,12-071,Server,NA,Dumbo,dell,U7,compute-2-4,0,R730xd,PowerEdge R730xd,4TTZR52,1/1/15,BigData,Production
South Data Center,12,E,12-071,Server,NA,Dumbo,dell,U9,compute-2-5,0,R730xd,PowerEdge R730xd,4TR2S52,1/1/15,BigData,Production
South Data Center,12,E,12-071,Server,NA,Dumbo,dell,U11,compute-2-6,0,R730xd,PowerEdge R730xd,4TVYR52,1/1/15,BigData,Production
South Data Center,12,E,12-071,Server,NA,Dumbo,dell,U13,compute-2-7,0,R730xd,PowerEdge R730xd,4TT3S52,1/1/15,BigData,Production
South Data Center,12,E,12-071,Server,NA,Dumbo,dell,U15,compute-2-8,0,R730xd,PowerEdge R730xd,4TR5S52,1/1/15,BigData,Production
South Data Center,12,E,12-071,Server,NA,Dumbo,dell,U17,compute-2-9,0,R730xd,PowerEdge R730xd,4TW4S52,1/1/15,BigData,Production
South Data Center,12,E,12-072,Server,NA,Dumbo,dell,U13,compute-3-1,0,R730xd,PowerEdge R730xd,4TT5S52,1/1/15,BigData,Production
South Data Center,12,E,12-072,Server,NA,Dumbo,dell,U33,compute-3-10,0,R730xd,PowerEdge R730xd,4TRYR52,1/1/15,BigData,Production
South Data Center,12,E,12-072,Server,NA,Dumbo,dell,U35,compute-3-11,0,R730xd,PowerEdge R730xd,4TS6S52,1/1/15,BigData,Production
South Data Center,12,E,12-072,Server,NA,Dumbo,dell,U37,compute-3-12,0,R730xd,PowerEdge R730xd,4TV3S52,1/1/15,BigData,Production
South Data Center,12,E,12-072,Server,NA,Dumbo,dell,U15,compute-3-2,0,R730xd,PowerEdge R730xd,4TR3S52,1/1/15,BigData,Production
South Data Center,12,E,12-072,Server,NA,Dumbo,dell,U17,compute-3-3,0,R730xd,PowerEdge R730xd,4TT7S52,1/1/15,BigData,Production
South Data Center,12,E,12-072,Server,NA,Dumbo,dell,U19,compute-3-4,0,R730xd,PowerEdge R730xd,4TSYR52,1/1/15,BigData,Production
South Data Center,12,E,12-072,Server,NA,Dumbo,dell,U23,compute-3-5,0,R730xd,PowerEdge R730xd,XXXXXXX,1/1/15,BigData,Production
South Data Center,12,E,12-072,Server,NA,Dumbo,dell,U25,compute-3-6,0,R730xd,PowerEdge R730xd,4TR7S52,1/1/15,BigData,Production
South Data Center,12,E,12-072,Server,NA,Dumbo,dell,U27,compute-3-7,0,R730xd,PowerEdge R730xd,4TSZR52,1/1/15,BigData,Production
South Data Center,12,E,12-072,Server,NA,Dumbo,dell,U29,compute-3-8,0,R730xd,PowerEdge R730xd,4TV7S52,1/1/15,BigData,Production
South Data Center,12,E,12-072,Server,NA,Dumbo,dell,U312,compute-3-9,0,R730xd,PowerEdge R730xd,4TVZR52,1/1/15,BigData,Production
South Data Center,12,E,12-070,Server,NA,Dumbo,Login,U23,login-1-1,0,R730,PowerEdge R730,96MVT52,1/1/15,Login Node for Bigdata,Production
South Data Center,12,E,12-071,Server,NA,Dumbo,Login,U23,login-2-1,0,R730,PowerEdge R730,96MWT52,1/1/15,Login Node for Bigdata,Production
South Data Center,12,E,12-070,Server,NA,Dumbo,master,U25,master-1-1(hathi),0,R730,PowerEdge R730,96MXT52,1/1/15,Master Node for Big Data,Production
South Data Center,12,K,24-009,Server,NA,NA,bastion,U21,hpc2,0,R710,PowerEdge R710,9R4YKK1,1/1/15,Bastion Host,Production
South Data Center,12,K,24-006,Server,NA,Prince,login,U2,prince0(,0,R630,PowerEdge R630,4BTZJB2,1/1/15,Login Node for Prince,Production
South Data Center,12,K,24-005,Server,NA,Prince,login,U2,prince1,0,R630,PowerEdge R630,4BV0KB2,1/1/15,Login Node for Prince,Production
South Data Center,12,E,12-001,Server,NA,Prince,compute,U23,c99-04,0,R630,PowerEdge R630,H843B42,1/1/15,Compute node,Production
South Data Center,12,E,12-001,Server,NA,Prince,compute,U21,c99-03,0,R630,PowerEdge R630,H84W942,1/1/15,Compute node,Production
South Data Center,12,E,12-001,Server,NA,NA,Bastion,U29,hpc,0,1850,PowerEdge 1850,DP87C91,1/1/15,Bastion Host,Production
South Data Center,12,E,12-002,Server,NA,Prince,compute,U21,c99-01,0,R630,PowerEdge R630,H845B42,1/1/15,Compute node,Production
South Data Center,12,E,12-002,Server,NA,Prince,compute,U23,c99-02,0,R630,PowerEdge R630,H844B42,1/1/15,Compute node,Production
South Data Center,12,E,12-009,Server,NA,Prince,compute,U28,c99-06,0,R920,PowerEdge R920,5TGNB42,1/1/15,Compute node,Production
South Data Center,12,E,12-009,Server,NA,Prince,compute,U32,c99-05,0,R920,PowerEdge R920,5DPBB42,1/1/15,Compute node,Production
South Data Center,12,E,12-009,Server,NA,Prince,compute,U36,spring,0,R730,PowerEdge R730,GL4Z942,1/1/15,Lustre/Robin Hood,Production
South Data Center,12,H,24-017,Server,NA,NA,compute,U18,balki,0,2950,PowerEdge 2950,DHGHJF1,1/1/15,Lustre/Robin Hood,Production
South Data Center,12,H,24-017a,Storage,NA,NA,storage,U17,DDN 7700X  Controller,0,7700X  ,DDN 7700X  ,NA,1/1/17,DDN Applicance,Production
South Data Center,12,H,24-017a,Storage,NA,NA,storage,U13,DDN 8460   Storage,0,8460,DDN 8460   ,NA,1/1/17,DDN Applicance,Production
South Data Center,12,H,24-017a,Storage,NA,NA,storage,U9,DDN 8460   Storage,0,8460,DDN 8460   ,NA,1/1/17,DDN Applicance,Production
South Data Center,12,H,24-017a,Storage,NA,NA,storage,U5,DDN 8460   Storage,0,8460,DDN 8460   ,NA,1/1/17,DDN Applicance,Production
South Data Center,12,B,12-056,Switch,NA,NA,network,U38,ibswspine0,0,155025,Mellanox Switch 155025 QDR,155025-TBD-1,1/1/15,Networking,Production
South Data Center,12,B,12-056,Switch,NA,NA,network,U36,ibswspine1,0,155025,Mellanox Switch 155025 QDR,155025-TBD-2,1/1/15,Networking,Production
South Data Center,12,B,12-056,Switch,NA,NA,network,U34,ibswspine2,0,155025,Mellanox Switch 155025 QDR,155025-TBD-3,1/1/15,Networking,Production
South Data Center,12,B,12-056,Switch,NA,NA,network,U32,ibswspine3,0,155025,Mellanox Switch 155025 QDR,155025-TBD-4,1/1/15,Networking,Production
South Data Center,12,B,12-056,Switch,NA,NA,network,U30,ibswspine4,0,155025,Mellanox Switch 155025 QDR,155025-TBD-5,1/1/15,Networking,Production
South Data Center,12,B,12-056,Switch,NA,NA,network,U28,ibswspine5,0,155025,Mellanox Switch 155025 QDR,155025-TBD-6,1/1/15,Networking,Production
South Data Center,12,B,12-056,Switch,NA,NA,network,U26,ibswspine6,0,155025,Mellanox Switch 155025 QDR,155025-TBD-7,1/1/15,Networking,Production
South Data Center,12,B,12-056,Switch,NA,NA,network,U24,ibswspine7,0,155025,Mellanox Switch 155025 QDR,155025-TBD-8,1/1/15,Networking,Production
South Data Center,12,E,12-007,Switch,NA,NA,network,U42,ibswitch 12-007-U42,0,155025,Mellanox Switch 155025,155025-TBD-9,1/1/15,Networking,Production
South Data Center,12,K,24-009,Switch,NA,NA,network,U41,ib-2-3,0,SB7790,Mellanox SB7790 EDR,MT1549N00006,1/1/15,Networking,Production
South Data Center,12,K,24-009,Switch,NA,NA,network,U39,ib-2-2,0,SB7790,Mellanox SB7790 EDR,MT1611K03443,1/1/15,Networking,Production
South Data Center,12,K,24-009,Switch,NA,NA,network,U37,ib-2-1,0,SB7790,Mellanox SB7790 EDR,MT1611K03412,1/1/15,Networking,Production
South Data Center,12,K,24-009,Switch,NA,NA,network,U35,ib-2-0,0,SB7790,Mellanox SB7790 EDR,MT1611K03429,1/1/15,Networking,Production
South Data Center,12,K,24-008,Switch,NA,NA,network,U41,ib-2-7,0,SB7790,Mellanox SB7790 EDR,MT1610X14108,1/1/15,Networking,Production
South Data Center,12,K,24-008,Switch,NA,NA,network,U39,ib-2-6,0,SB7790,Mellanox SB7790 EDR,MT1549N00008,1/1/15,Networking,Production
South Data Center,12,K,24-008,Switch,NA,NA,network,U37,ib-2-5,0,SB7790,Mellanox SB7790 EDR,MT1549N00001,1/1/15,Networking,Production
South Data Center,12,K,24-008,Switch,NA,NA,network,U35,ib-2-4,0,SB7790,Mellanox SB7790 EDR,MT1604X21944,1/1/15,Networking,Production
South Data Center,12,K,24-007,Switch,NA,NA,network,U24,e-10-1,0,S4048N,Dell Switch S4048-ON,DX09Y42,1/1/15,Networking,Production
South Data Center,12,K,24-007,Switch,NA,NA,network,U23,e-1-1,0,S3048N,Dell Switch S3048-ON,37NRG02,1/1/15,Networking,Production
South Data Center,12,K,24-003,Switch,NA,NA,network,U21,e-10-4,0,S4048N,Dell Switch S4048-ON,GRHDY42 ,1/1/15,Networking,Production
South Data Center,12,K,24-003,Switch,NA,NA,network,U20,e-1-4,0,S3048N,Dell Switch S3048-ON,379RG02,1/1/15,Networking,Production
South Data Center,12,K,24-003,Switch,NA,NA,network,U19,ib-1-3,0,SB7790,Mellanox SB7790 EDR,MT1604X21951,1/1/15,Networking,Production
South Data Center,12,K,24-001,Switch,NA,NA,network,U21,e-10-3,0,S4048N,Dell Switch S4048-ON,BJMZX42,1/1/15,Networking,Production
South Data Center,12,K,24-001,Switch,NA,NA,network,U20,e-1-3,0,S3048N,Dell Switch S3048-ON,37SQG02,1/1/15,Networking,Production
South Data Center,12,K,24-001,Switch,NA,NA,network,U19,ib-1-5,0,SB7790,Mellanox SB7790 EDR,MT1549N00002,1/1/15,Networking,Production
South Data Center,12,K,ww-001,Switch,NA,NA,network,U20,e-10-2,0,S4048N,Dell Switch S4048-ON,BQHDY42 ,1/1/15,Networking,Production
South Data Center,12,K,ww-001,Switch,NA,NA,network,U19,e-1-2,0,S3048N,Dell Switch S3048-ON,37PSG02,1/1/15,Networking,Production
South Data Center,12,H,24-007,Switch,NA,NA,network,U22,ib-1-7,0,SB7790,Mellanox SB7790 EDR,MT1602K08444,1/1/15,Networking,Production
South Data Center,12,H,24-006,Switch,NA,NA,network,U41,e-1-0,0,S3048N,Dell Switch S3048-ON,37MRG02,1/1/15,Networking,Production
South Data Center,12,H,24-005,Switch,NA,NA,network,U42,e-10-0,0,S4048N,Dell Switch S4048-ON,1RHDY42 ,1/1/15,Networking,Production
South Data Center,12,H,24-017,Switch,NA,NA,network,U41,ib-3-1,0,SB7790,Mellanox SB7790 EDR,MT1550K03336,1/1/15,Networking,Production
South Data Center,12,H,24-017,Switch,NA,NA,network,U39,ib-3-3,0,SB7790,Mellanox SB7790 EDR,MT1611K03428,1/1/15,Networking,Production
South Data Center,12,H,24-017,Switch,NA,NA,network,U37,ib-3-5,0,SB7790,Mellanox SB7790 EDR,MT1610X14125,1/1/15,Networking,Production
South Data Center,12,H,24-017,Switch,NA,NA,network,U35,ib-1-1,0,SB7790,Mellanox SB7790 EDR,MT1611K03411,1/1/15,Networking,Production
South Data Center,12,H,24-017,Switch,NA,NA,network,U32,e-10-5,0,S4048N,Dell Switch 4048-ON,6JMZX42 ,1/1/15,Networking,Production
South Data Center,12,H,24-017,Switch,NA,NA,network,U31,e-1-5,0,S3048N,Dell Switch 3048-ON,37VSG02,1/1/15,Networking,Production
South Data Center,12,H,24-017a,Switch,NA,NA,network,U44,ib-3-0,0,SB7790,Mellanox SB7790 EDR,MT1615K00619,1/1/15,Networking,Production
South Data Center,12,H,24-017a,Switch,NA,NA,network,U42,ib-3-2,0,SB7790,Mellanox SB7790 EDR,MT1610X14112,1/1/15,Networking,Production
South Data Center,12,H,24-017a,Switch,NA,NA,network,U40,ib-3-3,0,SB7790,Mellanox SB7790 EDR,MT1605X13540,1/1/15,Networking,Production
South Data Center,12,H,24-017a,Switch,NA,NA,network,U38,ib-1-0,0,SB7790,Mellanox SB7790 EDR,MT1610X14113,1/1/15,Networking,Production
south Data Center,12,NA,Storage,Switch,NA,NA,network,NA,Spare1-Mellanox,0,SB7790,Mellanox SB7790 EDR,MT1651X06350,1/1/15,Networking,Production
South Data Center,12,NA,Storage,Switch,NA,NA,network,NA,Spare2-Mellanox,0,SB7790,Mellanox SB7790 EDR,MT1549N00003,1/1/15,Networking,Production
South Data Center,12,NA,Storage,Switch,NA,NA,network,NA,Spare3-Mellanox,0,SB7790,Mellanox SB7790 EDR,MT1602K03256,1/1/15,Networking,Production
South Data Center,12,E,12-072,Switch,NA,NA,network,U21,eLeg-10-100,0,N4064F,DELL N4064F,7WXR0Z1,1/1/15,Networking,Production
South Data Center,12,E,12-071,Switch,NA,NA,network,U42,eLeg-1-100,0,6248,Dell PowerConnect 6248,TBD-M8,1/1/15,Networking,Production
South Data Center,12,E,12-071,Switch,NA,NA,network,U21,eLeg-10-101,0,N0664F,Dell N4064F,JVXR0Z1,1/1/15,Networking,Production
South Data Center,12,E,12-070,Switch,NA,NA,network,U21,eLeg-10-102,0,N0664F,Dell N4064F,5SXR0Z1,1/1/15,Networking,Production
